accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.14,0.85,-0.56,-1.04,-2.44,0.55,0.46,0.88,0.06,0.11,11.78,-8.25,123.56,4.27,-8.25,123.56,0.68,1.00,-0.01,308399,1721297203.2341137
-0.16,0.84,-0.59,1.40,-0.92,-0.12,0.46,0.88,0.06,0.11,11.76,-8.32,123.75,4.25,-8.32,123.75,0.66,0.99,-0.04,308400,1721297203.243089
-0.12,0.84,-0.59,0.49,-1.65,0.31,0.46,0.88,0.06,0.11,11.75,-8.11,123.92,4.24,-8.11,123.92,0.71,0.98,-0.04,308401,1721297203.2550569
-0.15,0.85,-0.57,0.61,-1.95,0.24,0.46,0.88,0.06,0.11,11.77,-8.14,123.92,4.26,-8.14,123.92,0.67,0.99,-0.02,308402,1721297203.2590456
-0.15,0.88,-0.55,-0.67,-2.20,-0.43,0.46,0.88,0.06,0.11,11.82,-8.18,123.64,4.31,-8.18,123.64,0.67,1.02,-0.00,308403,1721297203.2690299
-0.17,0.85,-0.59,1.28,-1.77,-0.55,0.46,0.88,0.06,0.11,11.81,-8.34,123.84,4.30,-8.34,123.84,0.66,1.00,-0.04,308404,1721297203.2789934
-0.14,0.86,-0.56,-0.43,-2.20,-0.06,0.46,0.88,0.06,0.11,11.84,-8.25,123.73,4.33,-8.25,123.73,0.68,1.01,-0.01,308405,1721297203.2919583
-0.16,0.87,-0.61,1.10,-1.22,-0.61,0.46,0.88,0.06,0.11,11.82,-8.30,123.91,4.31,-8.30,123.91,0.66,1.01,-0.06,308406,1721297203.2969446
-0.17,0.87,-0.57,-0.18,-1.95,-0.31,0.46,0.88,0.06,0.11,11.85,-8.42,123.81,4.34,-8.42,123.81,0.65,1.02,-0.02,308407,1721297203.304924
-0.14,0.88,-0.56,0.43,-1.53,-0.37,0.46,0.88,0.06,0.11,11.88,-8.35,123.67,4.37,-8.35,123.67,0.68,1.02,-0.02,308408,1721297203.3138993
-0.13,0.83,-0.58,1.34,-1.10,-0.85,0.46,0.88,0.06,0.11,11.85,-8.22,123.87,4.34,-8.22,123.87,0.70,0.97,-0.03,308409,1721297203.325871
-0.16,0.86,-0.54,-1.77,-2.50,-0.37,0.46,0.88,0.06,0.11,11.90,-8.36,123.65,4.39,-8.36,123.65,0.66,1.00,0.00,308410,1721297203.3373737
-0.18,0.83,-0.60,1.53,-1.10,-1.28,0.46,0.88,0.06,0.11,11.86,-8.58,123.91,4.35,-8.58,123.91,0.64,0.98,-0.04,308411,1721297203.339368
-0.15,0.84,-0.60,0.79,-1.59,-0.67,0.46,0.88,0.06,0.11,11.84,-8.55,124.12,4.33,-8.55,124.12,0.67,0.99,-0.04,308412,1721297203.348344
-0.16,0.87,-0.58,0.18,-1.89,-0.55,0.46,0.88,0.06,0.11,11.86,-8.56,124.04,4.35,-8.56,124.04,0.66,1.02,-0.02,308413,1721297203.3573198
-0.21,0.86,-0.57,-0.43,-2.01,-0.79,0.46,0.88,0.05,0.12,11.88,-8.96,123.97,4.37,-8.96,123.97,0.61,1.02,-0.02,308414,1721297203.380259
-0.20,0.85,-0.58,0.85,-1.40,-0.49,0.46,0.88,0.05,0.12,11.89,-9.20,124.01,4.38,-9.20,124.01,0.62,1.01,-0.03,308415,1721297203.381256
-0.20,0.88,-0.56,-1.04,-2.08,0.12,0.46,0.88,0.05,0.12,11.94,-9.44,123.77,4.43,-9.44,123.77,0.62,1.04,-0.01,308416,1721297203.3832512
-0.17,0.84,-0.60,1.65,-0.61,-0.06,0.46,0.88,0.05,0.12,11.91,-9.42,124.01,4.40,-9.42,124.01,0.65,1.01,-0.05,308417,1721297203.3952186
-0.18,0.86,-0.53,-1.89,-2.01,0.67,0.46,0.88,0.05,0.12,11.98,-9.48,123.70,4.47,-9.48,123.70,0.65,1.02,0.01,308418,1721297203.402201
-0.17,0.84,-0.59,1.77,-0.37,-0.43,0.46,0.88,0.05,0.12,11.94,-9.49,123.91,4.43,-9.49,123.91,0.65,1.00,-0.04,308419,1721297203.4111755
-0.18,0.83,-0.57,-0.12,-1.22,0.55,0.46,0.88,0.05,0.12,11.94,-9.56,123.98,4.43,-9.56,123.98,0.64,0.99,-0.02,308420,1721297203.4191666
-0.16,0.82,-0.57,1.40,-0.61,0.73,0.46,0.88,0.05,0.12,11.93,-9.50,124.10,4.42,-9.50,124.10,0.66,0.98,-0.02,308421,1721297203.428135
-0.19,0.84,-0.56,0.06,-1.28,0.31,0.46,0.88,0.05,0.12,11.95,-9.61,124.05,4.44,-9.61,124.05,0.63,1.01,-0.01,308422,1721297203.4366574
-0.21,0.84,-0.59,0.06,-1.65,0.00,0.46,0.88,0.05,0.12,11.94,-9.83,124.17,4.43,-9.83,124.17,0.61,1.01,-0.04,308423,1721297203.4466295
-0.16,0.83,-0.58,0.61,-1.22,0.43,0.46,0.88,0.05,0.12,11.94,-9.75,124.24,4.43,-9.75,124.24,0.65,1.00,-0.02,308424,1721297203.4585986
-0.15,0.83,-0.56,0.49,-0.92,0.12,0.46,0.88,0.05,0.12,11.96,-9.62,124.21,4.45,-9.62,124.21,0.66,1.00,-0.01,308425,1721297203.4625869
-0.21,0.85,-0.55,-0.73,-1.65,0.00,0.46,0.88,0.05,0.12,12.00,-9.87,124.01,4.49,-9.87,124.01,0.61,1.02,0.00,308426,1721297203.4715629
-0.20,0.84,-0.59,0.92,-0.92,-0.37,0.46,0.88,0.05,0.13,11.97,-10.02,124.20,4.46,-10.02,124.20,0.62,1.01,-0.04,308427,1721297203.4805388
-0.17,0.84,-0.60,0.24,-1.22,0.55,0.45,0.88,0.05,0.12,11.95,-9.90,124.42,4.44,-9.90,124.42,0.65,1.01,-0.04,308428,1721297203.4964964
-0.19,0.87,-0.58,0.24,-1.40,0.79,0.45,0.88,0.05,0.12,11.97,-9.94,124.35,4.46,-9.94,124.35,0.63,1.04,-0.03,308429,1721297203.4984906
-0.18,0.86,-0.57,-0.85,-1.28,0.24,0.46,0.88,0.05,0.12,12.01,-9.94,124.21,4.50,-9.94,124.21,0.63,1.03,-0.01,308430,1721297203.5064695
-0.21,0.84,-0.58,-0.31,-0.85,0.55,0.45,0.88,0.05,0.13,12.00,-10.17,124.27,4.49,-10.17,124.27,0.60,1.02,-0.03,308431,1721297203.5194442
-0.18,0.85,-0.58,-0.73,-0.85,0.92,0.45,0.88,0.05,0.13,12.01,-10.15,124.28,4.50,-10.15,124.28,0.63,1.03,-0.03,308432,1721297203.524426
-0.17,0.86,-0.60,0.55,-0.43,0.92,0.45,0.88,0.05,0.13,12.01,-10.05,124.34,4.50,-10.05,124.34,0.64,1.04,-0.04,308433,1721297203.5324044
-0.19,0.89,-0.58,-1.28,-1.16,1.04,0.46,0.88,0.05,0.13,12.05,-10.08,124.18,4.54,-10.08,124.18,0.62,1.06,-0.03,308434,1721297203.5428932
-0.19,0.89,-0.61,-0.55,-1.10,0.79,0.46,0.88,0.05,0.13,12.05,-10.08,124.23,4.54,-10.08,124.23,0.62,1.06,-0.06,308435,1721297203.5518687
-0.18,0.88,-0.61,0.24,-0.73,1.22,0.45,0.88,0.05,0.13,12.05,-9.98,124.31,4.54,-9.98,124.31,0.64,1.05,-0.06,308436,1721297203.5598476
-0.17,0.90,-0.60,-0.67,-0.85,1.46,0.46,0.88,0.05,0.12,12.07,-9.83,124.23,4.56,-9.83,124.23,0.65,1.07,-0.04,308437,1721297203.5668292
-0.18,0.89,-0.60,-1.10,-0.79,1.04,0.46,0.88,0.05,0.12,12.09,-9.78,124.19,4.58,-9.78,124.19,0.64,1.06,-0.05,308438,1721297203.5768023
-0.18,0.87,-0.60,0.12,-0.43,1.04,0.46,0.88,0.05,0.12,12.09,-9.74,124.24,4.58,-9.74,124.24,0.64,1.04,-0.05,308439,1721297203.583784
-0.17,0.87,-0.60,-0.12,-0.12,1.71,0.46,0.88,0.05,0.12,12.09,-9.63,124.30,4.58,-9.63,124.30,0.65,1.04,-0.05,308440,1721297203.5927596
-0.16,0.88,-0.58,-1.34,-0.79,1.89,0.46,0.88,0.05,0.12,12.13,-9.46,124.13,4.62,-9.46,124.13,0.66,1.05,-0.02,308441,1721297203.615699
-0.17,0.89,-0.56,-0.92,-0.85,1.34,0.46,0.88,0.05,0.12,12.18,-9.40,123.88,4.67,-9.40,123.88,0.65,1.05,-0.01,308442,1721297203.6166964
-0.18,0.90,-0.59,-0.43,-0.61,0.92,0.46,0.88,0.06,0.12,12.20,-9.39,123.83,4.69,-9.39,123.83,0.64,1.06,-0.04,308443,1721297203.627671
-0.15,0.85,-0.62,0.73,-0.12,1.04,0.46,0.88,0.06,0.12,12.15,-9.24,124.17,4.64,-9.24,124.17,0.66,1.01,-0.07,308444,1721297203.628668
-0.16,0.87,-0.60,-0.55,-0.92,1.40,0.46,0.88,0.06,0.12,12.16,-9.18,124.20,4.65,-9.18,124.20,0.65,1.03,-0.04,308445,1721297203.635173
-0.18,0.89,-0.59,0.37,-0.43,0.79,0.46,0.88,0.06,0.12,12.17,-9.21,124.14,4.66,-9.21,124.14,0.64,1.05,-0.04,308446,1721297203.6451442
-0.19,0.89,-0.58,-0.61,-1.10,0.49,0.46,0.88,0.06,0.12,12.21,-9.31,124.00,4.70,-9.31,124.00,0.63,1.05,-0.03,308447,1721297203.6531281
-0.13,0.88,-0.57,-0.43,-1.04,0.92,0.46,0.88,0.06,0.12,12.24,-8.99,123.88,4.73,-8.99,123.88,0.69,1.03,-0.02,308448,1721297203.6620984
-0.15,0.86,-0.57,1.10,-0.12,0.31,0.46,0.88,0.06,0.12,12.24,-8.88,123.85,4.73,-8.88,123.85,0.68,1.01,-0.02,308449,1721297203.6690803
-0.14,0.85,-0.59,1.10,0.12,0.24,0.46,0.88,0.06,0.12,12.22,-8.72,124.01,4.71,-8.72,124.01,0.68,1.00,-0.04,308450,1721297203.6860387
-0.16,0.86,-0.62,0.49,-0.43,0.31,0.46,0.88,0.06,0.12,12.19,-8.72,124.26,4.68,-8.72,124.26,0.65,1.01,-0.06,308451,1721297203.6880298
-0.16,0.88,-0.60,-0.37,-1.10,0.73,0.46,0.88,0.06,0.12,12.21,-8.68,124.23,4.70,-8.68,124.23,0.66,1.03,-0.04,308452,1721297203.697006
-0.17,0.85,-0.62,1.89,-0.24,0.24,0.45,0.88,0.06,0.12,12.17,-8.75,124.52,4.66,-8.75,124.52,0.64,1.00,-0.06,308453,1721297203.7079768
-0.15,0.87,-0.58,-1.04,-1.22,0.92,0.46,0.88,0.06,0.12,12.20,-8.70,124.38,4.69,-8.70,124.38,0.66,1.02,-0.02,308454,1721297203.7169535
-0.18,0.87,-0.62,1.40,-0.18,0.12,0.45,0.88,0.06,0.12,12.18,-8.79,124.56,4.67,-8.79,124.56,0.64,1.02,-0.06,308455,1721297203.723937
-0.15,0.86,-0.60,-0.06,-0.85,0.73,0.45,0.88,0.06,0.12,12.18,-8.72,124.57,4.67,-8.72,124.57,0.66,1.01,-0.04,308456,1721297203.7344198
-0.15,0.86,-0.58,0.67,-0.79,0.49,0.45,0.88,0.06,0.12,12.20,-8.64,124.52,4.69,-8.64,124.52,0.67,1.01,-0.02,308457,1721297203.7633455
-0.18,0.88,-0.58,-0.49,-0.98,0.37,0.46,0.88,0.06,0.12,12.23,-8.75,124.40,4.72,-8.75,124.40,0.64,1.03,-0.02,308458,1721297203.7633455
-0.19,0.85,-0.62,0.73,-0.43,-0.18,0.45,0.88,0.06,0.12,12.19,-8.98,124.65,4.68,-8.98,124.65,0.62,1.00,-0.06,308459,1721297203.7643428
-0.17,0.84,-0.60,-1.10,-1.22,1.40,0.45,0.88,0.06,0.12,12.19,-9.02,124.76,4.68,-9.02,124.76,0.64,1.00,-0.04,308460,1721297203.7753146
-0.16,0.88,-0.63,1.10,-0.18,0.92,0.45,0.88,0.06,0.12,12.18,-8.95,124.88,4.67,-8.95,124.88,0.65,1.03,-0.06,308461,1721297203.7763114
-0.18,0.88,-0.60,-0.18,-1.10,0.85,0.45,0.88,0.06,0.12,12.20,-9.04,124.81,4.69,-9.04,124.81,0.63,1.04,-0.04,308462,1721297203.7862842
-0.20,0.87,-0.63,0.06,-0.31,0.67,0.45,0.88,0.06,0.12,12.18,-9.23,124.97,4.67,-9.23,124.97,0.61,1.03,-0.06,308463,1721297203.8082263
-0.16,0.87,-0.60,-0.85,-0.43,1.28,0.45,0.88,0.06,0.12,12.19,-9.13,124.93,4.68,-9.13,124.93,0.65,1.03,-0.04,308464,1721297203.8082263
-0.14,0.84,-0.59,0.49,-0.18,1.28,0.45,0.88,0.06,0.12,12.20,-8.92,124.96,4.69,-8.92,124.96,0.67,1.00,-0.03,308465,1721297203.8152072
-0.16,0.86,-0.59,-1.04,-0.85,1.28,0.45,0.88,0.06,0.12,12.22,-8.86,124.87,4.71,-8.86,124.87,0.66,1.01,-0.02,308466,1721297203.8181992
-0.17,0.85,-0.60,-0.79,-0.49,0.61,0.45,0.88,0.06,0.12,12.22,-8.89,124.89,4.71,-8.89,124.89,0.64,1.01,-0.03,308467,1721297203.8291736
-0.16,0.84,-0.60,-0.06,-0.37,1.04,0.45,0.88,0.06,0.12,12.22,-8.90,124.96,4.71,-8.90,124.96,0.65,0.99,-0.03,308468,1721297203.8356776
-0.15,0.83,-0.60,0.18,-0.18,0.73,0.45,0.88,0.06,0.12,12.21,-8.83,125.08,4.70,-8.83,125.08,0.66,0.98,-0.03,308469,1721297203.846646
-0.17,0.86,-0.61,0.31,-0.24,0.85,0.45,0.88,0.06,0.12,12.20,-8.88,125.14,4.69,-8.88,125.14,0.64,1.01,-0.05,308470,1721297203.8526309
-0.18,0.87,-0.59,-0.73,-1.16,0.43,0.45,0.88,0.06,0.12,12.24,-9.03,125.00,4.73,-9.03,125.00,0.62,1.03,-0.02,308471,1721297203.8626027
-0.16,0.82,-0.62,-0.31,-0.37,0.67,0.45,0.88,0.06,0.12,12.20,-8.97,125.26,4.69,-8.97,125.26,0.65,0.98,-0.05,308472,1721297203.871579
-0.15,0.85,-0.60,-0.73,-0.61,0.98,0.45,0.88,0.06,0.12,12.21,-8.85,125.24,4.70,-8.85,125.24,0.66,1.01,-0.03,308473,1721297203.8805544
-0.14,0.87,-0.59,-1.59,-1.28,0.55,0.45,0.88,0.06,0.12,12.25,-8.69,125.06,4.74,-8.69,125.06,0.67,1.02,-0.02,308474,1721297203.8895311
-0.16,0.86,-0.59,-0.98,-1.16,0.18,0.45,0.88,0.06,0.12,12.28,-8.72,124.95,4.77,-8.72,124.95,0.65,1.01,-0.02,308475,1721297203.8995044
-0.18,0.83,-0.57,-1.16,-0.73,0.73,0.45,0.88,0.06,0.12,12.29,-8.87,124.90,4.78,-8.87,124.90,0.64,0.98,-0.01,308476,1721297203.9194515
-0.14,0.83,-0.60,-0.37,-0.12,0.79,0.45,0.88,0.06,0.12,12.28,-8.71,125.02,4.77,-8.71,125.02,0.67,0.98,-0.03,308477,1721297203.9204533
-0.13,0.84,-0.59,-1.65,-0.85,0.79,0.45,0.88,0.06,0.11,12.29,-8.49,124.98,4.78,-8.49,124.98,0.68,0.99,-0.02,308478,1721297203.9254398
-0.18,0.86,-0.61,-1.16,-0.92,0.00,0.45,0.88,0.06,0.12,12.29,-8.60,124.98,4.78,-8.60,124.98,0.63,1.01,-0.04,308479,1721297203.935937
-0.19,0.84,-0.62,-0.31,-0.61,0.00,0.45,0.88,0.06,0.12,12.28,-8.79,125.13,4.77,-8.79,125.13,0.62,1.00,-0.05,308480,1721297203.94192
-0.13,0.84,-0.58,-1.71,-0.85,0.85,0.45,0.88,0.06,0.12,12.30,-8.61,125.05,4.79,-8.61,125.05,0.68,0.99,-0.01,308481,1721297203.9528906
-0.16,0.83,-0.60,-0.49,-0.24,0.55,0.45,0.88,0.06,0.12,12.28,-8.63,125.15,4.77,-8.63,125.15,0.65,0.98,-0.03,308482,1721297203.9738343
-0.17,0.84,-0.58,-1.77,-0.92,0.67,0.45,0.88,0.06,0.12,12.30,-8.70,125.08,4.79,-8.70,125.08,0.64,0.99,-0.02,308483,1721297203.9738343
-0.17,0.82,-0.57,-0.67,-0.67,0.43,0.45,0.88,0.06,0.12,12.31,-8.81,125.05,4.80,-8.81,125.05,0.64,0.98,-0.01,308484,1721297203.98281
-0.15,0.83,-0.58,-1.40,-0.61,0.67,0.45,0.88,0.06,0.12,12.32,-8.74,125.06,4.81,-8.74,125.06,0.66,0.98,-0.02,308485,1721297203.987798
-0.15,0.86,-0.62,-0.49,-0.24,0.61,0.45,0.88,0.06,0.12,12.30,-8.67,125.16,4.79,-8.67,125.16,0.65,1.01,-0.05,308486,1721297203.992783
-0.12,0.88,-0.62,-2.01,-0.98,0.61,0.45,0.88,0.06,0.11,12.31,-8.37,125.15,4.80,-8.37,125.15,0.69,1.02,-0.05,308487,1721297204.0017617
-0.17,0.87,-0.65,-0.79,-0.49,0.61,0.45,0.88,0.06,0.11,12.29,-8.40,125.36,4.78,-8.40,125.36,0.64,1.02,-0.08,308488,1721297204.0107355
-0.11,0.83,-0.62,-0.92,0.43,1.04,0.45,0.89,0.06,0.11,12.27,-8.09,125.52,4.76,-8.09,125.52,0.70,0.97,-0.04,308489,1721297204.0207136
-0.11,0.83,-0.60,-2.62,-0.18,1.65,0.45,0.89,0.06,0.11,12.27,-7.83,125.52,4.76,-7.83,125.52,0.69,0.97,-0.02,308490,1721297204.0286922
-0.20,0.84,-0.54,-2.81,-0.79,1.16,0.45,0.88,0.06,0.11,12.33,-8.22,125.14,4.82,-8.22,125.14,0.61,0.99,0.03,308491,1721297204.037187
-0.17,0.83,-0.55,-0.55,-0.37,-0.06,0.45,0.88,0.06,0.11,12.37,-8.42,124.93,4.86,-8.42,124.93,0.64,0.97,0.02,308492,1721297204.0451658
-0.13,0.83,-0.53,-2.38,-1.10,0.37,0.45,0.88,0.06,0.11,12.42,-8.30,124.58,4.91,-8.30,124.58,0.68,0.98,0.03,308493,1721297204.054142
-0.10,0.88,-0.55,-1.53,-0.92,-0.06,0.46,0.88,0.06,0.11,12.48,-7.92,124.22,4.97,-7.92,124.22,0.72,1.02,0.01,308494,1721297204.067106
-0.11,0.86,-0.64,-2.20,-0.49,-0.55,0.45,0.88,0.07,0.11,12.41,-7.55,124.71,4.90,-7.55,124.71,0.70,0.99,-0.08,308495,1721297204.077083
-0.18,0.84,-0.69,0.06,0.31,-0.61,0.45,0.88,0.06,0.11,12.32,-7.83,125.31,4.81,-7.83,125.31,0.63,0.97,-0.11,308496,1721297204.0850604
-0.11,0.81,-0.69,0.24,0.92,0.18,0.44,0.89,0.07,0.11,12.22,-7.53,126.02,4.71,-7.53,126.02,0.70,0.94,-0.10,308497,1721297204.1000192
-0.15,0.82,-0.62,-1.59,-0.18,1.10,0.44,0.89,0.06,0.11,12.21,-7.62,126.15,4.70,-7.62,126.15,0.65,0.95,-0.03,308498,1721297204.1040113
-0.22,0.89,-0.50,-5.62,-2.44,0.24,0.45,0.88,0.06,0.11,12.35,-8.30,125.22,4.84,-8.30,125.22,0.58,1.03,0.07,308499,1721297204.1149793
-0.20,0.81,-0.49,-0.73,-0.55,-0.85,0.45,0.88,0.06,0.12,12.43,-8.78,124.69,4.92,-8.78,124.69,0.61,0.97,0.07,308500,1721297204.120968
-0.12,0.79,-0.45,-3.72,-1.34,0.43,0.46,0.88,0.06,0.12,12.54,-8.61,124.03,5.03,-8.61,124.03,0.70,0.94,0.11,308501,1721297204.1279504
-0.05,0.87,-0.53,0.00,0.12,-0.43,0.46,0.88,0.06,0.11,12.59,-7.84,123.65,5.08,-7.84,123.65,0.77,1.01,0.02,308502,1721297204.136455
-0.09,0.86,-0.62,0.18,-0.24,-1.59,0.46,0.88,0.07,0.11,12.54,-7.44,123.99,5.03,-7.44,123.99,0.73,0.99,-0.07,308503,1721297204.1454227
-0.12,0.84,-0.72,1.40,1.04,-0.98,0.45,0.88,0.07,0.11,12.41,-7.28,124.89,4.90,-7.28,124.89,0.69,0.96,-0.15,308504,1721297204.1543992
-0.16,0.83,-0.71,-0.37,0.49,0.37,0.45,0.89,0.07,0.11,12.31,-7.46,125.63,4.80,-7.46,125.63,0.64,0.96,-0.13,308505,1721297204.1643744
-0.20,0.82,-0.71,1.16,1.34,0.98,0.44,0.89,0.06,0.11,12.22,-7.83,126.30,4.71,-7.83,126.30,0.60,0.96,-0.12,308506,1721297204.1763406
-0.28,0.85,-0.55,-3.30,-1.53,1.59,0.44,0.89,0.06,0.12,12.31,-8.84,125.82,4.80,-8.84,125.82,0.52,1.00,0.03,308507,1721297204.1952899
-0.29,0.82,-0.52,0.18,-0.31,0.12,0.45,0.88,0.06,0.12,12.37,-9.73,125.45,4.86,-9.73,125.45,0.51,0.98,0.05,308508,1721297204.1972866
-0.24,0.85,-0.46,-2.01,-0.92,0.98,0.45,0.88,0.05,0.13,12.55,-10.28,124.44,5.04,-10.28,124.44,0.58,1.03,0.10,308509,1721297204.2012742
-0.02,0.83,-0.40,-1.34,-0.55,0.85,0.46,0.88,0.06,0.12,12.77,-9.03,123.18,5.26,-9.03,123.18,0.80,0.99,0.14,308510,1721297204.2072582
-0.10,0.87,-0.54,2.26,0.31,-0.98,0.47,0.87,0.06,0.12,12.79,-8.56,123.01,5.28,-8.56,123.01,0.73,1.02,-0.00,308511,1721297204.2162335
-0.15,0.82,-0.66,3.11,1.04,-1.65,0.46,0.88,0.06,0.12,12.66,-8.54,123.81,5.15,-8.54,123.81,0.67,0.97,-0.11,308512,1721297204.2302032
-0.15,0.79,-0.71,4.52,2.26,-0.67,0.45,0.88,0.06,0.12,12.49,-8.46,124.90,4.98,-8.46,124.90,0.67,0.93,-0.14,308513,1721297204.237708
-0.13,0.77,-0.72,0.92,1.53,1.53,0.44,0.89,0.06,0.11,12.32,-8.27,126.02,4.81,-8.27,126.02,0.67,0.91,-0.14,308514,1721297204.2426932
-0.29,0.87,-0.71,-0.43,-0.73,1.95,0.44,0.89,0.06,0.12,12.28,-9.10,126.41,4.77,-9.10,126.41,0.50,1.03,-0.12,308515,1721297204.2626395
-0.33,0.87,-0.56,-2.26,-1.65,0.92,0.44,0.89,0.06,0.13,12.35,-10.01,126.01,4.84,-10.01,126.01,0.47,1.04,0.02,308516,1721297204.263637
-0.31,0.81,-0.59,1.95,0.43,-0.49,0.44,0.89,0.05,0.13,12.34,-10.86,126.06,4.83,-10.86,126.06,0.49,1.00,-0.01,308517,1721297204.2676258
-0.15,0.87,-0.45,-5.13,-2.14,2.26,0.45,0.88,0.05,0.13,12.61,-10.58,124.71,5.10,-10.58,124.71,0.65,1.06,0.11,308518,1721297204.289567
0.02,0.83,-0.40,0.37,-0.43,0.37,0.46,0.88,0.06,0.12,12.80,-9.15,123.65,5.29,-9.15,123.65,0.84,0.99,0.14,308519,1721297204.289567
-0.02,0.85,-0.43,-1.22,-1.28,0.00,0.47,0.87,0.07,0.12,12.96,-8.08,122.68,5.45,-8.08,122.68,0.81,0.99,0.11,308520,1721297204.2955513
-0.11,0.88,-0.65,4.94,1.40,-2.20,0.46,0.88,0.07,0.11,12.86,-7.77,123.27,5.35,-7.77,123.27,0.71,1.02,-0.10,308521,1721297204.3055248
-0.12,0.83,-0.69,1.22,0.49,-0.31,0.46,0.88,0.07,0.11,12.73,-7.59,124.18,5.22,-7.59,124.18,0.70,0.96,-0.14,308522,1721297204.3194892
-0.12,0.83,-0.79,3.05,2.14,0.79,0.45,0.88,0.07,0.11,12.58,-7.37,125.29,5.07,-7.37,125.29,0.69,0.96,-0.22,308523,1721297204.3224971
-0.16,0.91,-0.76,-0.06,0.24,1.34,0.45,0.89,0.07,0.11,12.51,-7.42,125.88,5.00,-7.42,125.88,0.64,1.04,-0.18,308524,1721297204.3294773
-0.36,0.83,-0.65,-0.55,0.06,0.00,0.44,0.89,0.06,0.12,12.47,-8.93,126.13,4.96,-8.93,126.13,0.44,0.99,-0.07,308525,1721297204.3379745
-0.27,0.83,-0.65,0.24,0.73,1.65,0.44,0.89,0.06,0.12,12.43,-9.66,126.38,4.92,-9.66,126.38,0.52,1.00,-0.06,308526,1721297204.3519378
-0.16,0.89,-0.45,-3.54,-2.01,2.20,0.45,0.88,0.06,0.12,12.67,-9.61,125.08,5.16,-9.61,125.08,0.65,1.06,0.12,308527,1721297204.3559272
-0.08,0.93,-0.43,-2.01,-1.71,0.43,0.46,0.88,0.06,0.12,12.92,-8.92,123.59,5.41,-8.92,123.59,0.74,1.09,0.11,308528,1721297204.3658998
-0.05,0.92,-0.45,-1.04,-1.22,-0.12,0.47,0.87,0.07,0.12,13.08,-8.15,122.60,5.57,-8.15,122.60,0.78,1.06,0.08,308529,1721297204.3748772
0.01,0.86,-0.57,2.20,1.40,-0.31,0.47,0.87,0.07,0.11,13.05,-7.21,122.73,5.54,-7.21,122.73,0.84,0.98,-0.03,308530,1721297204.3848493
-0.06,0.77,-0.69,3.48,2.81,-0.06,0.46,0.88,0.07,0.10,12.88,-6.65,124.05,5.37,-6.65,124.05,0.76,0.89,-0.14,308531,1721297204.392828
-0.14,0.82,-0.71,-0.55,1.53,2.14,0.45,0.88,0.07,0.10,12.76,-6.72,125.02,5.25,-6.72,125.02,0.67,0.94,-0.14,308532,1721297204.4008074
-0.31,0.89,-0.66,0.31,1.16,0.85,0.45,0.88,0.07,0.11,12.73,-7.96,125.25,5.22,-7.96,125.25,0.50,1.03,-0.09,308533,1721297204.4117773
-0.31,0.79,-0.69,3.54,2.69,0.37,0.44,0.89,0.06,0.12,12.60,-9.05,126.03,5.09,-9.05,126.03,0.49,0.95,-0.11,308534,1721297204.4187584
-0.26,0.87,-0.59,-2.93,-0.79,2.93,0.44,0.89,0.06,0.13,12.66,-9.72,125.74,5.15,-9.72,125.74,0.54,1.04,-0.01,308535,1721297204.4337237
-0.20,0.90,-0.51,-1.71,-0.79,1.22,0.45,0.88,0.06,0.13,12.81,-9.85,124.96,5.30,-9.85,124.96,0.61,1.07,0.05,308536,1721297204.4382293
-0.14,0.85,-0.54,1.65,0.92,0.43,0.45,0.88,0.06,0.13,12.85,-9.59,124.66,5.34,-9.59,124.66,0.67,1.02,0.02,308537,1721297204.4452102
-0.09,0.87,-0.54,-1.04,-0.12,1.16,0.46,0.88,0.06,0.12,12.93,-8.94,124.24,5.42,-8.94,124.24,0.73,1.03,0.02,308538,1721297204.4531918
0.04,0.86,-0.57,1.28,1.83,1.04,0.46,0.88,0.07,0.11,12.93,-7.41,124.16,5.42,-7.41,124.16,0.86,0.99,-0.01,308539,1721297204.462166
-0.05,0.86,-0.61,1.10,1.83,0.73,0.46,0.88,0.07,0.10,12.90,-6.75,124.34,5.39,-6.75,124.34,0.77,0.98,-0.05,308540,1721297204.4711423
-0.14,0.84,-0.63,1.04,2.69,0.67,0.45,0.88,0.07,0.10,12.84,-6.86,124.71,5.33,-6.86,124.71,0.67,0.96,-0.07,308541,1721297204.4890933
-0.19,0.82,-0.64,1.16,2.81,0.92,0.45,0.88,0.07,0.11,12.77,-7.28,125.15,5.26,-7.28,125.15,0.63,0.95,-0.07,308542,1721297204.4900916
-0.22,0.81,-0.64,0.43,1.89,1.34,0.45,0.89,0.07,0.11,12.71,-7.90,125.58,5.20,-7.90,125.58,0.59,0.95,-0.07,308543,1721297204.5000644
-0.24,0.89,-0.59,-0.49,0.31,0.79,0.45,0.88,0.06,0.12,12.75,-8.62,125.32,5.24,-8.62,125.32,0.57,1.04,-0.02,308544,1721297204.5080438
-0.22,0.83,-0.57,0.06,0.67,0.00,0.45,0.88,0.06,0.12,12.76,-9.09,125.25,5.25,-9.09,125.25,0.59,0.98,-0.00,308545,1721297204.5200121
