accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.13,0.87,-0.58,-0.37,0.92,0.98,0.45,0.88,0.06,0.12,12.78,-8.85,125.07,5.27,-8.85,125.07,0.68,1.02,-0.01,308546,1721297204.5289927
-0.09,0.89,-0.56,-1.34,0.43,1.22,0.45,0.88,0.07,0.12,12.84,-8.39,124.66,5.33,-8.39,124.66,0.72,1.04,0.01,308547,1721297204.5349777
-0.02,0.86,-0.56,1.53,1.46,0.12,0.46,0.88,0.07,0.11,12.86,-7.40,124.48,5.35,-7.40,124.48,0.80,0.99,0.00,308548,1721297204.5444734
-0.07,0.90,-0.57,0.06,0.85,0.00,0.46,0.88,0.07,0.11,12.89,-6.95,124.18,5.38,-6.95,124.18,0.75,1.02,-0.01,308549,1721297204.5514536
-0.14,0.83,-0.61,1.59,2.26,-0.24,0.46,0.88,0.07,0.11,12.84,-7.05,124.50,5.33,-7.05,124.50,0.68,0.95,-0.05,308550,1721297204.5594327
-0.13,0.81,-0.63,1.04,2.26,0.37,0.45,0.88,0.07,0.11,12.77,-7.05,124.91,5.26,-7.05,124.91,0.68,0.94,-0.06,308551,1721297204.569405
-0.18,0.85,-0.62,0.24,1.77,0.79,0.45,0.88,0.07,0.11,12.75,-7.37,125.05,5.24,-7.37,125.05,0.63,0.98,-0.05,308552,1721297204.5773835
-0.18,0.84,-0.61,0.12,1.65,0.24,0.45,0.88,0.07,0.11,12.72,-7.70,125.20,5.21,-7.70,125.20,0.63,0.97,-0.04,308553,1721297204.587357
-0.19,0.83,-0.64,1.53,1.89,0.55,0.45,0.89,0.07,0.11,12.66,-8.02,125.57,5.15,-8.02,125.57,0.62,0.97,-0.07,308554,1721297204.5943384
-0.14,0.83,-0.62,-0.55,0.98,1.10,0.45,0.89,0.07,0.11,12.64,-7.96,125.68,5.13,-7.96,125.68,0.66,0.97,-0.04,308555,1721297204.604313
-0.13,0.84,-0.62,1.40,1.40,0.49,0.45,0.89,0.07,0.11,12.62,-7.82,125.78,5.11,-7.82,125.78,0.67,0.98,-0.04,308556,1721297204.6142843
-0.13,0.90,-0.57,-1.65,-0.49,0.43,0.45,0.88,0.07,0.11,12.68,-7.68,125.34,5.17,-7.68,125.34,0.68,1.03,0.00,308557,1721297204.6222727
-0.09,0.86,-0.60,1.89,1.10,-0.43,0.45,0.88,0.07,0.11,12.69,-7.34,125.27,5.18,-7.34,125.27,0.72,0.99,-0.02,308558,1721297204.6352377
-0.09,0.88,-0.58,-0.31,0.55,0.18,0.45,0.88,0.07,0.11,12.71,-7.05,125.03,5.20,-7.05,125.03,0.72,1.00,-0.01,308559,1721297204.6397483
-0.10,0.87,-0.61,1.89,1.65,-0.31,0.45,0.88,0.07,0.10,12.70,-6.82,125.05,5.19,-6.82,125.05,0.72,0.99,-0.04,308560,1721297204.6547036
-0.13,0.86,-0.62,0.49,1.16,-0.18,0.45,0.88,0.07,0.10,12.67,-6.82,125.19,5.16,-6.82,125.19,0.68,0.98,-0.05,308561,1721297204.657695
-0.17,0.86,-0.63,0.67,0.98,-0.18,0.45,0.88,0.07,0.11,12.65,-7.10,125.34,5.14,-7.10,125.34,0.64,0.99,-0.06,308562,1721297204.6676695
-0.13,0.85,-0.62,0.31,0.98,0.18,0.45,0.88,0.07,0.11,12.63,-7.11,125.47,5.12,-7.11,125.47,0.67,0.97,-0.05,308563,1721297204.674649
-0.15,0.86,-0.62,0.61,0.98,0.31,0.45,0.89,0.07,0.11,12.62,-7.21,125.51,5.11,-7.21,125.51,0.66,0.99,-0.04,308564,1721297204.6856198
-0.16,0.89,-0.60,0.06,0.49,-0.18,0.45,0.88,0.07,0.11,12.63,-7.35,125.36,5.12,-7.35,125.36,0.65,1.01,-0.03,308565,1721297204.6935983
-0.16,0.86,-0.61,-0.06,0.12,-0.55,0.45,0.88,0.07,0.11,12.63,-7.54,125.36,5.12,-7.54,125.36,0.65,1.00,-0.04,308566,1721297204.7075622
-0.14,0.86,-0.60,0.00,0.37,-0.37,0.45,0.88,0.07,0.11,12.63,-7.55,125.31,5.12,-7.55,125.31,0.67,0.99,-0.03,308567,1721297204.7085586
-0.14,0.88,-0.56,-0.49,-0.24,0.00,0.45,0.88,0.07,0.11,12.69,-7.56,124.90,5.18,-7.56,124.90,0.68,1.01,0.01,308568,1721297204.7175348
-0.10,0.85,-0.58,0.43,0.43,-0.37,0.45,0.88,0.07,0.11,12.70,-7.27,124.78,5.19,-7.27,124.78,0.72,0.98,-0.01,308569,1721297204.733502
-0.13,0.88,-0.58,-0.43,-0.06,-0.49,0.45,0.88,0.07,0.11,12.72,-7.26,124.58,5.21,-7.26,124.58,0.69,1.01,-0.01,308570,1721297204.7380137
-0.14,0.86,-0.58,0.55,0.43,-0.73,0.46,0.88,0.07,0.11,12.72,-7.33,124.54,5.21,-7.33,124.54,0.67,0.98,-0.02,308571,1721297204.7439966
-0.12,0.84,-0.58,-0.12,0.55,-0.24,0.45,0.88,0.07,0.11,12.71,-7.21,124.60,5.20,-7.21,124.60,0.70,0.96,-0.02,308572,1721297204.752972
-0.16,0.87,-0.56,-1.16,0.00,-0.43,0.46,0.88,0.07,0.11,12.74,-7.41,124.33,5.23,-7.41,124.33,0.66,1.00,0.00,308573,1721297204.762946
-0.17,0.87,-0.57,-0.43,0.00,-1.10,0.46,0.88,0.07,0.11,12.75,-7.61,124.22,5.24,-7.61,124.22,0.65,1.00,-0.02,308574,1721297204.7699306
-0.19,0.87,-0.56,-1.22,-0.43,-1.16,0.46,0.88,0.07,0.11,12.77,-7.96,124.03,5.26,-7.96,124.03,0.63,1.01,-0.01,308575,1721297204.7789035
-0.14,0.86,-0.53,-1.04,0.00,-1.34,0.46,0.88,0.07,0.11,12.80,-7.96,123.71,5.29,-7.96,123.71,0.68,1.00,0.02,308576,1721297204.7978518
-0.16,0.86,-0.53,-0.61,0.00,-1.59,0.46,0.88,0.07,0.11,12.83,-8.08,123.46,5.32,-8.08,123.46,0.67,1.00,0.02,308577,1721297204.7988493
-0.14,0.87,-0.52,-1.40,-0.18,-1.46,0.47,0.88,0.07,0.11,12.88,-8.04,123.09,5.37,-8.04,123.09,0.69,1.01,0.03,308578,1721297204.811815
-0.14,0.90,-0.48,-1.89,-0.06,-1.95,0.47,0.87,0.07,0.11,12.96,-8.01,122.45,5.45,-8.01,122.45,0.70,1.04,0.05,308579,1721297204.8138099
-0.17,0.91,-0.48,-0.98,0.49,-2.44,0.47,0.87,0.06,0.12,13.03,-8.18,121.81,5.52,-8.18,121.81,0.67,1.06,0.05,308580,1721297204.822794
-0.13,0.91,-0.49,0.18,0.67,-2.44,0.48,0.87,0.06,0.12,13.08,-8.04,121.37,5.57,-8.04,121.37,0.72,1.05,0.02,308581,1721297204.8297756
-0.16,0.94,-0.47,-1.28,0.00,-2.20,0.48,0.87,0.06,0.12,13.16,-8.13,120.72,5.65,-8.13,120.72,0.69,1.08,0.04,308582,1721297204.8392692
-0.15,0.95,-0.48,0.18,0.79,-3.05,0.49,0.86,0.06,0.12,13.21,-8.13,120.22,5.70,-8.13,120.22,0.71,1.09,0.02,308583,1721297204.8542318
-0.14,0.89,-0.49,-0.98,0.49,-2.32,0.49,0.86,0.06,0.12,13.22,-8.11,120.03,5.71,-8.11,120.03,0.72,1.03,0.01,308584,1721297204.8562238
-0.15,0.93,-0.44,-2.01,0.12,-1.53,0.49,0.86,0.06,0.12,13.30,-8.12,119.38,5.79,-8.12,119.38,0.72,1.07,0.05,308585,1721297204.8662047
-0.16,0.91,-0.46,-0.18,0.55,-2.01,0.50,0.86,0.06,0.12,13.33,-8.24,119.04,5.82,-8.24,119.04,0.70,1.06,0.02,308586,1721297204.874179
-0.17,0.89,-0.47,-1.53,0.24,-1.65,0.50,0.86,0.06,0.12,13.35,-8.39,118.90,5.84,-8.39,118.90,0.70,1.04,0.01,308587,1721297204.8851473
-0.20,0.90,-0.44,-2.32,-0.31,-1.89,0.50,0.86,0.06,0.13,13.40,-8.82,118.46,5.89,-8.82,118.46,0.67,1.06,0.03,308588,1721297204.8911304
-0.18,0.88,-0.49,0.00,0.92,-1.89,0.50,0.86,0.06,0.13,13.37,-8.99,118.58,5.86,-8.99,118.58,0.69,1.03,-0.02,308589,1721297204.9001088
-0.19,0.93,-0.42,-5.31,-0.79,-0.31,0.50,0.85,0.06,0.13,13.47,-9.23,117.91,5.96,-9.23,117.91,0.68,1.09,0.05,308590,1721297204.9100797
-0.19,0.94,-0.50,1.10,1.53,-1.95,0.50,0.85,0.06,0.13,13.44,-9.34,117.95,5.93,-9.34,117.95,0.69,1.10,-0.04,308591,1721297204.9190564
-0.20,0.90,-0.52,-0.61,0.61,-1.59,0.50,0.85,0.06,0.13,13.39,-9.59,118.19,5.88,-9.59,118.19,0.67,1.07,-0.05,308592,1721297204.9330287
-0.19,0.92,-0.46,-3.85,0.06,0.06,0.50,0.85,0.06,0.13,13.43,-9.69,117.91,5.92,-9.69,117.91,0.68,1.09,0.01,308593,1721297204.9385285
-0.18,0.92,-0.47,-0.92,0.79,-0.61,0.50,0.85,0.06,0.13,13.44,-9.74,117.79,5.93,-9.74,117.79,0.69,1.09,-0.01,308594,1721297204.9465065
-0.15,0.92,-0.44,-3.05,-0.06,0.06,0.51,0.85,0.06,0.13,13.50,-9.53,117.43,5.99,-9.53,117.43,0.73,1.08,0.02,308595,1721297204.9624653
-0.17,0.92,-0.42,-2.14,-0.12,-0.67,0.51,0.85,0.06,0.13,13.56,-9.56,117.05,6.05,-9.56,117.05,0.70,1.09,0.03,308596,1721297204.9634612
-0.18,0.88,-0.47,2.81,1.83,-1.77,0.51,0.85,0.06,0.13,13.51,-9.66,117.23,6.00,-9.66,117.23,0.70,1.05,-0.02,308597,1721297204.9724388
-0.14,0.85,-0.44,-3.91,-0.43,0.61,0.51,0.85,0.06,0.13,13.51,-9.44,117.22,6.00,-9.44,117.22,0.74,1.02,0.01,308598,1721297204.9814136
-0.20,0.90,-0.42,-2.38,-0.24,-0.67,0.51,0.85,0.06,0.13,13.56,-9.71,116.89,6.05,-9.71,116.89,0.68,1.07,0.03,308599,1721297204.9953754
-0.21,0.87,-0.47,-0.18,0.43,-1.83,0.51,0.85,0.05,0.14,13.52,-10.01,117.06,6.01,-10.01,117.06,0.67,1.05,-0.02,308600,1721297204.998369
-0.26,0.90,-0.44,-4.39,-1.40,-0.18,0.51,0.85,0.05,0.14,13.55,-10.60,116.91,6.04,-10.60,116.91,0.62,1.09,0.00,308601,1721297205.0073438
-0.19,0.93,-0.41,-2.69,-0.73,-0.73,0.51,0.85,0.05,0.14,13.63,-10.63,116.49,6.12,-10.63,116.49,0.69,1.11,0.02,308602,1721297205.026303
-0.20,0.89,-0.48,-1.10,-0.55,-0.98,0.51,0.85,0.05,0.14,13.57,-10.71,116.79,6.06,-10.71,116.79,0.68,1.08,-0.04,308603,1721297205.0273006
-0.21,0.93,-0.41,-4.70,-1.40,-0.18,0.51,0.85,0.05,0.14,13.66,-10.84,116.35,6.15,-10.84,116.35,0.67,1.12,0.03,308604,1721297205.0387945
-0.21,0.90,-0.48,1.83,1.28,-1.16,0.51,0.85,0.05,0.14,13.60,-10.91,116.60,6.09,-10.91,116.60,0.67,1.09,-0.04,308605,1721297205.0457704
-0.20,0.91,-0.44,-4.09,-1.10,0.61,0.51,0.85,0.05,0.14,13.64,-10.91,116.43,6.13,-10.91,116.43,0.68,1.10,-0.00,308606,1721297205.0547473
-0.18,0.90,-0.35,-2.56,-0.43,0.55,0.52,0.84,0.05,0.14,13.77,-10.86,115.72,6.26,-10.86,115.72,0.70,1.09,0.07,308607,1721297205.072699
-0.22,0.86,-0.44,-0.24,0.18,-0.18,0.51,0.84,0.05,0.15,13.71,-11.21,116.02,6.20,-11.21,116.02,0.66,1.06,-0.01,308608,1721297205.074694
-0.21,0.85,-0.44,-0.55,0.18,0.49,0.51,0.84,0.05,0.15,13.68,-11.39,116.15,6.17,-11.39,116.15,0.67,1.05,-0.00,308609,1721297205.0866604
-0.18,0.86,-0.43,-2.38,-0.24,1.04,0.51,0.84,0.05,0.15,13.69,-11.26,116.14,6.18,-11.26,116.14,0.70,1.06,0.01,308610,1721297205.105615
-0.22,0.89,-0.46,-0.24,0.49,0.73,0.51,0.85,0.05,0.15,13.66,-11.42,116.25,6.15,-11.42,116.25,0.66,1.09,-0.02,308611,1721297205.1066318
-0.22,0.93,-0.40,-5.25,-1.40,1.59,0.51,0.84,0.05,0.15,13.75,-11.49,115.86,6.24,-11.49,115.86,0.67,1.13,0.03,308612,1721297205.1086028
-0.24,0.88,-0.43,1.16,0.61,-0.18,0.51,0.84,0.05,0.15,13.74,-11.77,115.88,6.23,-11.77,115.88,0.65,1.09,-0.00,308613,1721297205.1185758
-0.20,0.88,-0.46,-2.69,-0.37,1.65,0.51,0.84,0.05,0.15,13.71,-11.69,116.05,6.20,-11.69,116.05,0.68,1.09,-0.03,308614,1721297205.126562
-0.19,0.88,-0.44,1.04,1.22,1.40,0.51,0.84,0.05,0.15,13.70,-11.54,116.11,6.19,-11.54,116.11,0.69,1.08,-0.01,308615,1721297205.13554
-0.19,0.90,-0.44,-0.24,1.04,1.40,0.51,0.84,0.05,0.15,13.69,-11.43,116.11,6.18,-11.43,116.11,0.69,1.09,-0.01,308616,1721297205.1490188
-0.19,0.92,-0.42,-1.04,0.31,1.34,0.51,0.84,0.05,0.15,13.74,-11.28,115.89,6.23,-11.28,115.89,0.70,1.12,0.01,308617,1721297205.1530082
-0.15,0.94,-0.40,-1.10,0.12,1.53,0.52,0.84,0.05,0.14,13.81,-10.87,115.51,6.30,-10.87,115.51,0.74,1.13,0.02,308618,1721297205.1609867
-0.16,0.91,-0.39,0.55,0.92,1.10,0.52,0.84,0.05,0.14,13.87,-10.60,115.21,6.36,-10.60,115.21,0.73,1.09,0.03,308619,1721297205.1699631
-0.15,0.90,-0.42,1.71,1.34,0.61,0.52,0.84,0.05,0.14,13.86,-10.36,115.20,6.35,-10.36,115.20,0.74,1.07,0.00,308620,1721297205.1799357
-0.19,0.86,-0.48,2.50,1.71,0.67,0.52,0.84,0.05,0.14,13.77,-10.39,115.71,6.26,-10.39,115.71,0.70,1.04,-0.06,308621,1721297205.1869168
-0.15,0.88,-0.44,-1.77,0.24,1.95,0.52,0.84,0.05,0.14,13.75,-10.18,115.81,6.24,-10.18,115.81,0.73,1.05,-0.01,308622,1721297205.195893
-0.18,0.91,-0.46,2.14,1.53,0.92,0.52,0.84,0.05,0.14,13.72,-10.16,115.95,6.21,-10.16,115.95,0.70,1.09,-0.03,308623,1721297205.2038717
-0.19,0.92,-0.42,-2.26,-0.18,1.46,0.52,0.84,0.05,0.14,13.77,-10.19,115.70,6.26,-10.19,115.70,0.70,1.10,0.01,308624,1721297205.2138453
-0.18,0.92,-0.43,1.59,0.67,0.00,0.52,0.84,0.05,0.14,13.77,-10.18,115.66,6.26,-10.18,115.66,0.71,1.10,-0.01,308625,1721297205.2218232
-0.15,0.91,-0.48,0.31,0.37,1.04,0.52,0.84,0.06,0.14,13.73,-9.91,115.95,6.22,-9.91,115.95,0.74,1.08,-0.05,308626,1721297205.23679
-0.13,0.93,-0.45,0.43,0.61,0.92,0.52,0.84,0.06,0.13,13.72,-9.61,115.95,6.21,-9.61,115.95,0.75,1.10,-0.02,308627,1721297205.2392998
-0.16,0.92,-0.48,2.87,1.40,0.37,0.51,0.85,0.06,0.13,13.68,-9.46,116.19,6.17,-9.46,116.19,0.73,1.09,-0.05,308628,1721297205.2482753
-0.14,0.94,-0.46,-0.37,0.37,1.04,0.52,0.85,0.06,0.13,13.68,-9.23,116.18,6.17,-9.23,116.18,0.74,1.10,-0.03,308629,1721297205.2582488
-0.15,0.97,-0.42,0.06,0.00,1.04,0.52,0.84,0.06,0.13,13.74,-9.05,115.82,6.23,-9.05,115.82,0.74,1.12,0.01,308630,1721297205.266229
-0.16,0.97,-0.42,1.34,0.55,0.67,0.52,0.84,0.06,0.13,13.79,-8.97,115.51,6.28,-8.97,115.51,0.73,1.12,0.01,308631,1721297205.2742057
-0.13,0.93,-0.40,0.12,0.00,0.43,0.52,0.84,0.06,0.13,13.84,-8.76,115.23,6.33,-8.76,115.23,0.76,1.08,0.02,308632,1721297205.283182
-0.16,0.89,-0.50,5.98,2.20,-0.31,0.52,0.84,0.06,0.13,13.74,-8.78,115.78,6.23,-8.78,115.78,0.73,1.04,-0.07,308633,1721297205.29116
-0.14,0.87,-0.45,-1.34,-0.49,1.34,0.52,0.84,0.06,0.13,13.72,-8.70,115.97,6.21,-8.70,115.97,0.75,1.02,-0.02,308634,1721297205.3011348
-0.16,0.91,-0.44,0.49,0.06,0.98,0.52,0.84,0.06,0.13,13.73,-8.74,115.94,6.22,-8.74,115.94,0.73,1.06,-0.00,308635,1721297205.3071191
-0.18,0.93,-0.43,0.31,-0.37,0.37,0.52,0.84,0.06,0.13,13.75,-8.89,115.81,6.24,-8.89,115.81,0.71,1.09,-0.00,308636,1721297205.3220782
-0.17,0.91,-0.44,1.16,-0.31,0.06,0.52,0.84,0.06,0.13,13.76,-8.97,115.81,6.25,-8.97,115.81,0.72,1.07,-0.01,308637,1721297205.325074
-0.15,0.93,-0.43,-0.12,-0.67,0.49,0.52,0.84,0.06,0.13,13.78,-8.91,115.69,6.27,-8.91,115.69,0.74,1.09,-0.01,308638,1721297205.334051
-0.17,0.94,-0.49,3.17,0.43,-0.31,0.52,0.84,0.06,0.13,13.74,-8.97,115.96,6.23,-8.97,115.96,0.71,1.09,-0.05,308639,1721297205.3425462
-0.17,0.91,-0.45,-2.14,-1.28,0.55,0.52,0.84,0.06,0.13,13.74,-9.04,115.98,6.23,-9.04,115.98,0.72,1.07,-0.02,308640,1721297205.3525188
-0.17,0.93,-0.50,3.23,1.16,0.18,0.51,0.85,0.06,0.13,13.69,-9.07,116.33,6.18,-9.07,116.33,0.71,1.08,-0.06,308641,1721297205.3595002
-0.16,0.90,-0.50,1.10,0.31,0.49,0.51,0.85,0.06,0.13,13.63,-9.03,116.69,6.12,-9.03,116.69,0.72,1.06,-0.06,308642,1721297205.368476
-0.18,0.93,-0.42,-1.77,-0.85,1.28,0.51,0.85,0.06,0.13,13.69,-9.18,116.34,6.18,-9.18,116.34,0.70,1.09,0.02,308643,1721297205.3774538
-0.20,0.90,-0.45,1.95,0.18,-0.12,0.51,0.85,0.06,0.13,13.69,-9.42,116.35,6.18,-9.42,116.35,0.69,1.07,-0.01,308644,1721297205.387426
-0.15,0.89,-0.48,0.24,-0.24,0.85,0.51,0.85,0.06,0.13,13.66,-9.32,116.59,6.15,-9.32,116.59,0.73,1.05,-0.03,308645,1721297205.3944066
-0.14,0.89,-0.45,-2.81,-1.34,1.46,0.51,0.85,0.06,0.13,13.68,-9.15,116.57,6.17,-9.15,116.57,0.74,1.05,-0.01,308646,1721297205.4033828
-0.17,0.92,-0.46,1.59,0.18,0.12,0.51,0.85,0.06,0.13,13.67,-9.18,116.59,6.16,-9.18,116.59,0.71,1.08,-0.02,308647,1721297205.422333
-0.18,0.92,-0.43,-1.46,-1.34,0.00,0.51,0.85,0.06,0.13,13.72,-9.32,116.37,6.21,-9.32,116.37,0.70,1.09,0.01,308648,1721297205.4233317
-0.15,0.91,-0.46,0.61,-0.67,-0.31,0.51,0.85,0.06,0.13,13.71,-9.19,116.45,6.20,-9.19,116.45,0.73,1.07,-0.02,308649,1721297205.4333115
-0.17,0.91,-0.45,-0.43,-1.10,-0.12,0.51,0.85,0.06,0.13,13.73,-9.20,116.41,6.22,-9.20,116.41,0.72,1.07,-0.01,308650,1721297205.4398088
-0.16,0.91,-0.44,-0.61,-0.85,-0.12,0.51,0.85,0.06,0.13,13.75,-9.21,116.31,6.24,-9.21,116.31,0.72,1.07,0.00,308651,1721297205.4517756
-0.18,0.90,-0.50,2.20,0.37,-0.61,0.51,0.85,0.06,0.13,13.68,-9.32,116.74,6.17,-9.32,116.74,0.70,1.06,-0.06,308652,1721297205.4587607
-0.16,0.92,-0.46,-3.11,-1.71,0.92,0.51,0.85,0.06,0.13,13.70,-9.28,116.66,6.19,-9.28,116.66,0.72,1.08,-0.02,308653,1721297205.466738
-0.18,0.90,-0.43,0.00,-0.61,0.06,0.51,0.85,0.06,0.13,13.73,-9.44,116.51,6.22,-9.44,116.51,0.70,1.06,0.01,308654,1721297205.4836907
-0.20,0.90,-0.48,0.79,-0.12,0.18,0.51,0.85,0.06,0.13,13.70,-9.64,116.72,6.19,-9.64,116.72,0.68,1.07,-0.04,308655,1721297205.4846883
-0.17,0.92,-0.46,-1.71,-1.16,0.85,0.51,0.85,0.06,0.13,13.71,-9.64,116.70,6.20,-9.64,116.70,0.71,1.08,-0.02,308656,1721297205.4926686
-0.16,0.92,-0.44,-0.85,-0.98,0.37,0.51,0.85,0.06,0.13,13.74,-9.55,116.54,6.23,-9.55,116.54,0.72,1.09,-0.00,308657,1721297205.5016432
-0.17,0.91,-0.44,-0.92,-0.79,0.43,0.51,0.85,0.06,0.13,13.77,-9.53,116.44,6.26,-9.53,116.44,0.71,1.08,-0.00,308658,1721297205.5185971
-0.17,0.91,-0.48,0.73,-0.06,0.24,0.51,0.85,0.06,0.13,13.74,-9.48,116.64,6.23,-9.48,116.64,0.72,1.07,-0.04,308659,1721297205.5195963
-0.18,0.92,-0.46,-1.71,-0.85,0.92,0.51,0.85,0.06,0.13,13.75,-9.51,116.62,6.24,-9.51,116.62,0.71,1.08,-0.02,308660,1721297205.528577
-0.16,0.89,-0.42,-1.59,-0.67,0.98,0.51,0.85,0.06,0.13,13.80,-9.50,116.37,6.29,-9.50,116.37,0.72,1.06,0.02,308661,1721297205.537553
-0.14,0.89,-0.47,1.46,0.55,0.55,0.51,0.85,0.06,0.13,13.76,-9.29,116.58,6.25,-9.29,116.58,0.74,1.05,-0.03,308662,1721297205.546048
-0.17,0.93,-0.41,-3.60,-1.59,1.04,0.51,0.85,0.06,0.13,13.83,-9.32,116.22,6.32,-9.32,116.22,0.72,1.09,0.03,308663,1721297205.5600102
-0.17,0.90,-0.43,-0.55,-0.79,0.00,0.52,0.84,0.06,0.13,13.85,-9.36,116.11,6.34,-9.36,116.11,0.72,1.07,0.00,308664,1721297205.5630023
-0.17,0.91,-0.47,0.00,-0.49,0.18,0.51,0.85,0.06,0.13,13.83,-9.33,116.31,6.32,-9.33,116.31,0.72,1.07,-0.04,308665,1721297205.5719776
-0.17,0.91,-0.40,-2.69,-1.34,0.49,0.52,0.84,0.06,0.13,13.89,-9.40,115.95,6.38,-9.40,115.95,0.71,1.07,0.03,308666,1721297205.5809536
-0.15,0.88,-0.44,1.40,0.24,-0.37,0.52,0.84,0.06,0.13,13.87,-9.29,116.05,6.36,-9.29,116.05,0.74,1.04,-0.01,308667,1721297205.5909307
-0.16,0.93,-0.43,-2.08,-1.16,0.43,0.52,0.84,0.06,0.13,13.92,-9.23,115.85,6.41,-9.23,115.85,0.73,1.09,0.00,308668,1721297205.598911
-0.17,0.94,-0.34,-4.03,-2.26,-0.06,0.52,0.84,0.06,0.13,14.06,-9.34,115.02,6.55,-9.34,115.02,0.72,1.10,0.08,308669,1721297205.608879
-0.17,0.95,-0.38,0.37,-0.61,-1.16,0.53,0.84,0.06,0.13,14.12,-9.36,114.68,6.61,-9.36,114.68,0.73,1.11,0.03,308670,1721297205.61985
-0.18,0.99,-0.39,-0.92,-0.92,-0.98,0.53,0.84,0.06,0.13,14.19,-9.38,114.27,6.68,-9.38,114.27,0.72,1.15,0.01,308671,1721297205.6298287
-0.18,0.98,-0.32,-6.16,-2.56,-1.16,0.53,0.83,0.06,0.14,14.35,-9.49,113.29,6.84,-9.49,113.29,0.72,1.15,0.07,308672,1721297205.6338189
-0.17,0.95,-0.44,5.00,1.28,-2.81,0.53,0.83,0.06,0.14,14.29,-9.48,113.60,6.78,-9.48,113.60,0.73,1.12,-0.05,308673,1721297205.6453032
-0.19,0.99,-0.38,-8.61,-3.17,0.31,0.54,0.83,0.06,0.14,14.38,-9.62,113.13,6.87,-9.62,113.13,0.71,1.16,0.01,308674,1721297205.6572723
-0.15,0.97,-0.40,2.50,0.85,-1.46,0.54,0.83,0.06,0.14,14.39,-9.42,113.04,6.88,-9.42,113.04,0.76,1.13,-0.01,308675,1721297205.6602638
-0.22,1.02,-0.36,-6.35,-2.32,0.18,0.54,0.83,0.06,0.14,14.49,-9.72,112.49,6.98,-9.72,112.49,0.69,1.19,0.02,308676,1721297205.6692395
-0.19,1.00,-0.28,-9.58,-3.17,0.67,0.55,0.82,0.06,0.14,14.65,-9.83,111.64,7.14,-9.83,111.64,0.72,1.17,0.08,308677,1721297205.6782181
-0.15,0.95,-0.37,4.33,1.40,-1.65,0.55,0.82,0.06,0.14,14.64,-9.67,111.63,7.13,-9.67,111.63,0.77,1.11,-0.00,308678,1721297205.6861944
-0.19,0.95,-0.30,-7.81,-2.50,1.34,0.55,0.82,0.06,0.14,14.76,-9.82,111.01,7.25,-9.82,111.01,0.73,1.12,0.05,308679,1721297205.6961675
-0.15,0.93,-0.28,-6.04,-1.65,0.85,0.56,0.82,0.06,0.14,14.87,-9.69,110.39,7.36,-9.69,110.39,0.77,1.10,0.07,308680,1721297205.7061417
-0.16,0.94,-0.40,3.85,1.46,-0.98,0.55,0.82,0.06,0.14,14.79,-9.59,110.79,7.28,-9.59,110.79,0.76,1.10,-0.05,308681,1721297205.717112
-0.19,0.93,-0.34,-6.16,-1.95,0.98,0.55,0.82,0.06,0.14,14.83,-9.77,110.66,7.32,-9.77,110.66,0.73,1.10,0.00,308682,1721297205.7220995
-0.15,0.96,-0.40,1.59,0.55,-0.61,0.55,0.82,0.06,0.14,14.78,-9.55,110.92,7.27,-9.55,110.92,0.77,1.13,-0.04,308683,1721297205.7310808
-0.19,1.00,-0.35,-5.43,-1.83,0.92,0.55,0.82,0.06,0.14,14.83,-9.66,110.64,7.32,-9.66,110.64,0.73,1.16,-0.00,308684,1721297205.7425656
-0.13,0.97,-0.34,-1.46,-0.37,-0.37,0.55,0.82,0.06,0.14,14.86,-9.38,110.46,7.35,-9.38,110.46,0.79,1.13,0.01,308685,1721297205.7525392
-0.13,0.98,-0.39,2.32,1.16,-0.92,0.55,0.82,0.06,0.14,14.83,-9.09,110.62,7.32,-9.09,110.62,0.79,1.14,-0.04,308686,1721297205.7565286
-0.18,0.94,-0.30,-6.77,-2.01,0.92,0.56,0.82,0.06,0.14,14.91,-9.24,110.19,7.40,-9.24,110.19,0.75,1.10,0.04,308687,1721297205.7665033
-0.16,0.90,-0.37,3.60,1.83,-1.04,0.55,0.82,0.06,0.14,14.85,-9.23,110.48,7.34,-9.23,110.48,0.77,1.06,-0.02,308688,1721297205.7774744
-0.18,0.92,-0.39,2.01,1.40,-0.37,0.55,0.82,0.06,0.14,14.78,-9.38,110.86,7.27,-9.38,110.86,0.74,1.08,-0.04,308689,1721297205.783457
-0.18,0.90,-0.29,-6.47,-1.83,1.22,0.56,0.82,0.06,0.14,14.86,-9.53,110.39,7.35,-9.53,110.39,0.75,1.07,0.05,308690,1721297205.7924337
-0.13,0.95,-0.38,3.23,1.10,-0.37,0.55,0.82,0.06,0.14,14.83,-9.24,110.59,7.32,-9.24,110.59,0.79,1.12,-0.03,308691,1721297205.8014085
-0.18,0.96,-0.31,-6.53,-2.69,0.85,0.56,0.82,0.06,0.14,14.90,-9.35,110.21,7.39,-9.35,110.21,0.75,1.12,0.03,308692,1721297205.8093915
-0.14,0.95,-0.32,-2.20,-1.16,-0.43,0.56,0.82,0.06,0.14,14.95,-9.16,109.96,7.44,-9.16,109.96,0.79,1.11,0.02,308693,1721297205.8173654
